chr1	16678696	16679061	0	1	0
chr1	20730584	20730997	0	1	0
chr1	24012136	24012461	0	1	0
chr1	36823939	36824266	0	1	0
chr1	51641738	51642253	0	1	0
chr1	53277223	53277631	0	1	1
chr1	61047346	61047742	0	1	0
chr1	64578624	64579174	0	1	0
chr1	74849555	74849914	0	1	0
chr1	78534198	78534523	0	1	0
chr1	95931701	95932112	0	1	0
chr1	116110207	116110565	0	0	1
chr1	116835377	116835699	0	0	1
chr1	118666757	118667167	0	1	1
chr1	130683657	130684049	0	1	0
chr1	134949763	134950170	0	1	0
chr1	140494427	140494944	0	1	0
chr1	154932377	154932764	0	0	1
chr1	157020087	157021049	0	1	1
chr1	163600952	163601369	0	1	0
chr1	163734552	163735001	0	1	0
chr1	180112393	180112932	0	1	0
chr10	13687286	13687671	0	1	0
chr10	28313595	28314004	0	1	0
chr10	35736929	35737375	1	0	0
chr10	42617184	42617699	0	1	0
chr10	64914712	64915047	0	0	1
chr10	74789307	74789677	0	1	0
chr10	80084632	80085194	0	1	0
chr10	126500351	126500775	0	1	0
chr10	126578610	126578954	0	1	0
chr10	126599779	126600342	0	1	0
chr10	128183217	128183583	0	1	0
chr11	4168479	4168908	0	0	1
chr11	14023490	14023821	0	0	1
chr11	52127501	52128197	1	1	0
chr11	54836572	54836917	0	1	0
chr11	61080567	61080902	0	1	0
chr11	61377545	61377938	0	1	0
chr11	74369460	74369854	0	1	0
chr11	74651336	74652005	0	1	0
chr11	77199817	77200187	0	1	0
chr11	78889943	78890439	0	1	0
chr11	78945468	78945822	0	1	0
chr11	82999205	82999546	0	1	0
chr11	86571042	86571596	0	1	0
chr11	98803301	98803772	0	1	0
chr11	104444029	104444352	0	1	0
chr11	117180791	117181141	0	1	0
chr11	121214877	121215284	0	1	0
chr12	26643384	26643969	0	1	0
chr12	53705616	53706038	0	1	0
chr12	60320464	60320939	0	1	0
chr12	70964481	70964864	0	1	0
chr12	83450962	83451384	1	1	0
chr12	85748847	85749314	0	1	0
chr12	86787953	86788421	0	1	0
chr12	103866456	103866835	0	1	0
chr13	18067710	18068127	0	1	0
chr13	24691485	24691867	0	1	0
chr13	41582281	41582713	0	1	0
chr13	51863194	51863617	0	1	0
chr13	70042694	70043183	1	0	0
chr13	81796615	81797101	0	1	0
chr13	85428723	85429144	0	1	0
chr13	93843049	93843482	0	1	0
chr13	113214919	113215294	0	1	0
chr14	20454459	20455351	0	1	1
chr14	44921977	44922311	0	0	1
chr14	45291693	45292127	0	1	1
chr14	45293388	45293776	0	1	1
chr14	54840330	54840692	0	1	0
chr14	54841880	54843099	0	1	0
chr14	54844648	54845127	0	1	0
chr14	54846873	54848312	0	1	1
chr14	54852961	54853314	0	1	0
chr14	61675413	61675793	0	1	0
chr14	66851181	66851534	0	1	0
chr14	75247458	75247911	0	1	0
chr14	75578987	75579482	0	1	0
chr14	79397107	79397519	1	1	0
chr15	6225604	6225941	0	1	0
chr15	6644526	6644854	0	0	1
chr15	36144314	36144835	0	1	0
chr15	59472761	59473194	0	1	0
chr15	59745469	59745839	0	1	0
chr15	59973167	59973552	0	1	0
chr15	76034471	76034902	0	1	0
chr15	78325548	78325939	0	1	0
chr15	79864713	79865045	0	1	0
chr15	80022541	80023048	0	1	0
chr15	89140353	89140698	0	1	0
chr15	103088528	103088982	0	1	0
chr16	22928639	22928975	1	0	0
chr16	23328316	23328672	0	1	0
chr16	30769444	30769910	0	1	0
chr16	36476811	36477302	0	1	0
chr16	43664104	43664631	0	1	0
chr16	49772830	49773250	0	1	1
chr16	63130068	63130423	0	1	0
chr16	64757657	64758065	0	1	0
