gene_id	gene_iv	gene_CIR_length	gene_CER_length	gene_CIR_read_count	gene_CER_read_count	gene_CIR_RPKM	gene_CER_RPKM	gene_IRI
A1BG	chr19:58858171-58864865	4394	1766	18.5555555556	32.4444444444	0.491036232448	2.13623621151	0.229860457286
A1BG-AS1	chr19:58863335-58866549	1084	2130	3.0	2.0	0.321804121712	0.109181742703	2.94741697417
A1CF	chr10:52559168-52645435	72712	9221	2.0	17.0	0.00319833193912	0.214373218917	0.0149194566153
A2M	chr12:9220303-9268558	41456	4653	71.5833333333	9.41666666667	0.200781711504	0.235322674002	0.853218723423
A2M-AS1	chr12:9217772-9220651	692	2187	3.02777777778	11.9722222222	0.508765358127	0.636539877391	0.799267062752
A2ML1	chr12:8975149-9029381	23197	3618	1.0	6.0	0.00501265491135	0.192833426167	0.0259947406992
A2MP1	chr12:9381128-9386803	4261	1201	3.0	2.0	0.0818670894005	0.193636229773	0.422788077916
A3GALT2	chr1:33772366-33786699	11486	1023	5.0	0.0	0.0506175152266	0.0	inf
A4GALT	chr22:43088126-43116876	22714	2092	1.0	1.0	0.00511924610278	0.0555824837373	0.0921017874439
A4GNT	chr3:137842559-137851229	6300	1771	0.0	0.0	0.0	0.0	NA
AA06	chr17:31856805-31860779	3173	632	0.0	0.0	0.0	0.0	NA
AAAS	chr12:53701239-53715412	9730	1738	19.6666666667	72.3333333333	0.235026886013	4.83936452768	0.0485656504421
AACS	chr12:125549924-125627871	66476	3321	45.5277777778	69.4722222222	0.0796363237395	2.43243892822	0.0327392901074
AACSP1	chr5:178191863-178203277	8614	2173	0.0	2.0	0.0	0.107021220413	0.0
AADAC	chr3:151531860-151546276	12180	1606	0.0	0.0	0.0	0.0	NA
AADACL2	chr3:151451703-151475556	20491	1500	0.0	0.0	0.0	0.0	NA
AADACL2-AS1	chr3:151468966-151645963	164805	712	11.0	0.0	0.00776107591252	0.0	inf
AADACL3	chr1:12776117-12788726	7758	3832	1.0	1.0	0.0149882129387	0.0303440908086	0.493941737561
AADACL4	chr1:12704565-12727097	18716	1575	1.0	0.0	0.00621278884262	0.0	inf
AADACP1	chr3:151488243-151502682	12454	1289	0.0	0.0	0.0	0.0	NA
AADAT	chr4:170981372-171011538	26566	2030	1.0	1.0	0.00437696890682	0.0572800768367	0.0764134608146
AAED1	chr9:99403532-99417599	10269	1225	5.36111111111	154.638888889	0.060705254498	14.6785197536	0.00413565233533
AAGAB	chr15:67493012-67547536	46376	3021	94.0	111.0	0.235686222658	4.27239977279	0.0551648336278
AAK1	chr2:69685126-69870977	151850	21265	233.944444444	986.055555556	0.179142062425	5.39182300092	0.0332247669098
AAMDC	chr11:77532207-77583398	40847	504	33.1388888889	4.86111111111	0.0943359890991	1.1215138501	0.0841148676769
AAMP	chr2:219128851-219134893	3467	1793	59.6944444444	655.305555556	2.00207205075	42.4974811627	0.0471103697436
AANAT	chr17:74449432-74466199	1488	846	1.0	0.0	0.0781441908457	0.0	inf
AAR2	chr20:34824338-34844863	13907	2486	46.0	249.0	0.384613041994	11.6465649391	0.0330237322339
AARD	chr8:117950463-117956239	3836	1786	0.0	7.0	0.0	0.455739021192	0.0
AARS	chr16:70286296-70323412	24627	3344	129.555555556	568.444444444	0.611708000121	19.7661181681	0.0309473005737
AARS2	chr6:44266462-44281063	9504	4782	13.0833333333	157.916666667	0.160070613151	3.83988330509	0.0416863223262
AARSD1	chr17:41102542-41116515	9633	1364	0.0	0.0	0.0	0.0	NA
AASDH	chr4:57204450-57253674	26549	1687	10.0	12.0	0.0437977159134	0.827114802455	0.0529524024759
AASDHPPT	chr11:105948291-105969419	17497	2861	18.8055555556	103.194444444	0.124974729632	4.19409331877	0.0297977942152
AASS	chr7:121713597-121784344	61856	5871	15.5	21.5	0.0291373127533	0.425819954614	0.0684263676175
AATF	chr17:35306174-35414171	97511	2141	127.666666667	484.333333333	0.152238164377	26.3043347091	0.00578756946567
AATK	chr17:79091095-79139872	9564	5042	16.25	82.75	0.197566555275	1.90837971186	0.103525809904
AATK-AS1	chr17:79139306-79156964	14641	1577	3.0	0.0	0.0238259454911	0.0	inf
ABAT	chr16:8768443-8878432	49568	4689	0.0	0.0	0.0	0.0	NA
ABCA1	chr9:107543283-107690527	127329	10502	16.0	129.0	0.0146114152758	1.42829306049	0.0102299840838
ABCA10	chr17:67144147-67240956	85184	6331	13.0	3.0	0.0177453656522	0.0550996158483	0.322059698222
ABCA11P	chr4:419223-467998	38732	1895	5.0	1.0	0.0150106573348	0.0613607155559	0.244629763503
ABCA12	chr2:215796265-216003151	83999	7895	4.0	0.0	0.00553714001255	0.0	inf
ABCA13	chr7:48211056-48687091	407082	17184	43.1388888889	14.8611111111	0.0123221555031	0.100560320079	0.122534967007
ABCA17P	chr16:2390922-2476700	67884	4188	0.0	0.0	0.0	0.0	NA
ABCA2	chr9:139901685-139923374	12676	7940	22.0277777778	1352.97222222	0.202063599828	19.8138106145	0.0101981190675
ABCA3	chr16:2325878-2390747	47215	6623	0.0	0.0	0.0	0.0	NA
ABCA4	chr1:94458393-94586705	117571	7325	6.0	0.0	0.00593404271352	0.0	inf
ABCA5	chr17:67240575-67323323	55895	8046	12.1388888889	78.8611111111	0.0252525712708	1.1396788619	0.0221576201113
ABCA6	chr17:67074846-67138015	53661	5296	1.0	0.0	0.00216690997146	0.0	inf
ABCA7	chr19:1040101-1065570	15300	6818	67.4444444444	552.555555556	0.512571412338	9.42363773803	0.0543920964056
ABCA8	chr17:66863427-66951533	76296	5708	8.0	0.0	0.0121923619564	0.0	inf
ABCA9	chr17:66970772-67057136	65835	6301	5.0	19.0	0.00883105916142	0.350625704426	0.0251865708929
ABCB1	chr7:87133178-87342639	193654	4716	36.0	271.0	0.0216160162725	6.68182541776	0.00323504655105
ABCB10	chr1:229652328-229694442	34075	3857	23.8333333333	57.1666666667	0.0813295842745	1.72342687324	0.0471906209292
ABCB11	chr2:169779448-169887833	99955	4775	4.0	0.0	0.00465323619543	0.0	inf
ABCB4	chr7:87031360-87105019	62303	3826	3.0	1.0	0.00559901879421	0.0303916769416	0.184228688827
ABCB5	chr7:20655244-20796637	10400	726	0.0	0.0	0.0	0.0	NA
ABCB6	chr2:220074487-220083712	5188	3018	3.0	37.0	0.0672389491009	1.42554889702	0.0471670591177
ABCB7	chrX:74273006-74376175	93655	2327	18.4166666667	74.5833333333	0.0228654466493	3.72687679418	0.0061352837542
ABCB8	chr7:150725508-150744869	13531	4296	54.3888888889	153.611111111	0.467390544769	4.15774631803	0.112414396892
ABCB9	chr12:123405497-123451056	28715	2032	3.41666666667	8.58333333333	0.0138354541619	0.491170081438	0.0281683569191
ABCC1	chr16:16043433-16236930	163098	6563	550.138888889	2453.86111111	0.392214224501	43.4757620862	0.0090214456442
ABCC10	chr6:43395291-43418163	11994	4652	34.1666666667	206.833333333	0.331236506803	5.16987990718	0.0640704451071
ABCC11	chr16:48200821-48269088	55684	4416	3.0	1.0	0.0062645583639	0.0263311947415	0.237913942964
ABCC12	chr16:48116883-48180681	56688	5168	4.0	0.0	0.00820480919972	0.0	inf
ABCC13	chr21:15646119-15673692	15387	712	1.0	0.0	0.0075569348137	0.0	inf
ABCC2	chr10:101542354-101611949	49376	5446	4.0	19.0	0.00941984413306	0.405672523612	0.0232203158577
ABCC3	chr17:48712217-48769063	26887	1780	0.0	0.0	0.0	0.0	NA
ABCC4	chr13:95672082-95953687	182205	2654	43.0	14.0	0.0274414967047	0.613375954672	0.0447384617797
ABCC5	chr3:183637723-183735727	28793	756	17.0	9.0	0.0686533342005	1.38426852355	0.0495953877679
ABCC5-AS1	chr3:183724125-183729207	3803	469	0.0	0.0	0.0	0.0	NA
ABCC6	chr16:16243421-16317328	1549	256	0.0	0.0	0.0	0.0	NA
ABCC6P1	chr16:18582569-18609607	20649	2724	1.0	0.0	0.00563119550479	0.0	inf
ABCC6P2	chr16:14916288-14918559	1546	706	0.0	0.0	0.0	0.0	NA
ABCC8	chr11:17414431-17498392	75177	4921	4.45454545455	0.545454545455	0.00688998115108	0.0128885728302	0.534580611978
ABCC9	chr12:21950323-22089628	115357	4532	18.0	0.0	0.0181437971481	0.0	inf
ABCD1	chrX:152990322-153010216	15320	3664	22.0	162.0	0.166979649577	5.14113702743	0.0324791283886
ABCD2	chr12:39945021-40013843	54975	5341	9.0	7.0	0.0190360528205	0.152396534703	0.124911323329
ABCD3	chr1:94883932-94984219	53227	786	20.0	22.0	0.0436915685567	3.25461607064	0.0134244923544
ABCD4	chr14:74751979-74769767	13237	3029	106.361111111	122.638888889	0.934314150658	4.70791446246	0.19845605907
ABCE1	chr4:146019155-146050676	26403	4191	50.0833333333	877.916666667	0.220566514358	24.3576431089	0.00905533073835
ABCF1	chr6:30539169-30559309	13894	3350	89.0833333333	2598.91666667	0.745536300687	90.2084409279	0.00826459578526
ABCF2	chr7:150904922-150924460	10300	2122	101.75	665.25	1.14867408454	36.4534916893	0.031510673774
ABCF3	chr3:183903862-183911795	5227	2572	45.5277777778	436.472222222	1.01279974305	19.7326437499	0.0513261048993
ABCG1	chr21:43619798-43717354	71505	2811	198.833333333	624.166666667	0.323334772119	25.8189963322	0.0125231348252
ABCG2	chr4:89011415-89152474	52565	3947	5.0	2.0	0.0110604542926	0.0589199675594	0.187719965757
ABCG4	chr11:119019749-119033374	8924	3511	0.0	1.0	0.0	0.0331183582963	0.0
ABCG5	chr2:44039610-44065958	21179	2740	1.0	0.0	0.00549027602712	0.0	inf
ABCG8	chr2:44066102-44105605	32015	2665	1.0	0.0	0.00363200237321	0.0	inf
ABHD1	chr2:27346656-27353680	4470	1446	1.0	3.0	0.0260130997715	0.241241817383	0.107829977629
ABHD10	chr3:111697722-111712215	11378	2458	20.0	59.0	0.204391907151	2.79106379281	0.0732308260664
ABHD11	chr7:73150424-73153190	1121	1270	1.61111111111	40.3888888889	0.167116568707	3.69792258077	0.0451920139098
ABHD12	chr20:25275378-25371618	72342	1436	35.0	96.0	0.0562570769297	7.77349677851	0.00723703611549
ABHD12B	chr14:51338877-51371688	25204	1477	2.0	0.0	0.00922699222175	0.0	inf
ABHD13	chr13:108870762-108886603	10449	5302	25.0	290.0	0.278204986072	6.36001154918	0.0437428429053
ABHD14A	chr3:52009041-52015216	4302	1108	0.0	0.0	0.0	0.0	NA
ABHD14A-ACY1	chr3:52009041-52023218	10968	1879	3.0	0.0	0.0318048566681	0.0	inf
ABHD14B	chr3:52002525-52008646	2996	2004	7.16666666667	403.833333333	0.278147413611	23.431714998	0.0118705529508
ABHD15	chr17:27887688-27894042	2608	3355	10.0	129.0	0.445853358813	4.47091914194	0.0997229752223
ABHD16A	chr6:31654725-31671137	12200	1684	55.3888888889	188.611111111	0.527913116168	13.0234130888	0.0405356961781
ABHD17A	chr19:1876974-1885518	6828	1563	247.972222222	1781.02777778	4.22288399572	132.498616863	0.0318711553048
ABHD17B	chr9:74477367-74526148	38825	1457	11.0	78.0	0.0329443429688	6.22493298993	0.00529232090082
ABHD17C	chr15:80987651-81047962	54960	2360	3.0	8.0	0.00634708274992	0.394164596537	0.0161026200873
ABHD2	chr15:89631380-89745591	97927	8735	54.0	453.0	0.0641196199499	6.03024451726	0.0106330049746
ABHD3	chr18:19230857-19284766	38705	2064	93.3888888889	73.6111111111	0.280561300722	4.14699307363	0.0676541522352
ABHD4	chr14:23067146-23081265	10593	2509	3.41666666667	43.5833333333	0.0375044903483	2.01985136099	0.0185679456779
ABHD5	chr3:43732374-43764217	24635	5353	10.0	106.0	0.0472005504276	2.30254566294	0.0204992896286
ABHD6	chr3:58223258-58280461	42878	2393	7.0	28.0	0.0189829257859	1.36055142808	0.0139523765101
ABHD8	chr19:17402939-17414282	6795	2090	3.0	26.0	0.0513371108073	1.44652749064	0.035489896417
ABI1	chr10:27035524-27150016	100358	3188	190.222222222	753.777777778	0.220398626069	27.4931591997	0.00801648964631
ABI2	chr2:204192961-204296896	51775	6038	11.0	102.0	0.0247042803624	1.96429491716	0.0125766656252
ABI3	chr17:47287588-47300587	9134	2091	0.0	0.0	0.0	0.0	NA
ABI3BP	chr3:100468178-100712334	228886	4473	9.0	0.0	0.00457217568487	0.0	inf
ABL1	chr9:133589267-133763062	41517	5306	25.0	284.0	0.0700186405439	6.22372972067	0.0112502701252
ABL2	chr1:179068461-179198819	24146	1431	0.0	0.0	0.0	0.0	NA
ABLIM1	chr10:116190868-116444414	82755	6488	157.0	2473.0	0.22059976181	44.3213423142	0.00497728070252
ABLIM2	chr4:7967036-8160559	58222	685	9.0	4.0	0.0179744255403	0.678998867028	0.026471952183
ABLIM3	chr5:148521053-148639999	111409	4335	5.0	2.0	0.00521854410229	0.0536463926083	0.0972767011642
ABO	chr9:136130562-136150630	16683	1579	10.5277777778	9.47222222222	0.0733773780293	0.697540419194	0.1051944461
ABR	chr17:906757-1090616	21585	3351	41.9166666667	247.083333333	0.225805395943	8.57370731314	0.0263369610946
ABRA	chr8:107771710-107782472	7578	2754	0.0	1.0	0.0	0.0422216978862	0.0
ABRACL	chr6:139349818-139364439	12387	845	31.3611111111	189.638888889	0.294391274229	26.0957824347	0.0112811821207
ABT1	chr6:26597170-26600277	844	2263	21.25	597.75	2.9276295196	30.7138784075	0.0953194344511
ABTB1	chr3:127391780-127399769	5914	1941	108.305555556	347.694444444	2.12945782963	20.829164308	0.102234434284
ABTB2	chr11:34172533-34379555	186562	4903	109.916666667	79.0833333333	0.0685077951457	1.87552433244	0.0365272761119
AC093375.1	chr2:156877046-157111432	213864	1746	44.0	5.0	0.0239229438477	0.332985555494	0.0718437885759
ACAA1	chr3:38164200-38178733	11227	1497	29.3055555556	185.694444444	0.303518988345	14.4237019728	0.021043071253
ACAA2	chr18:47309873-47340251	25768	1934	11.0	70.0	0.0496376946509	4.20863439426	0.0117942520069
ACACA	chr17:35441926-35766902	190172	9138	29.2777777778	133.722222222	0.0179015718521	1.70157878116	0.0105205659887
ACACB	chr12:109577201-109706030	104772	9249	15.9444444444	106.055555556	0.0176955386542	1.33333191194	0.0132716681389
ACAD10	chr12:112123856-112194911	52202	4014	12.0	51.0	0.0267296783982	1.47738075608	0.0180926130845
ACAD11	chr3:132276981-132378975	80524	3556	0.0	0.0	0.0	0.0	NA
ACAD8	chr11:134123433-134135746	9205	2201	51.3055555556	53.6944444444	0.648097329025	2.83667081511	0.228471109715
ACAD9	chr3:128598332-128631957	27579	2575	81.3888888889	116.611111111	0.343151763033	5.26577538293	0.0651664262296
ACADL	chr2:211052715-211090215	33429	2490	1.0	0.0	0.0034783737467	0.0	inf
ACADM	chr1:76190031-76229363	30860	2352	15.9444444444	55.0555555556	0.060077672582	2.72184545008	0.0220724040669
ACADS	chr12:121163570-121177811	9375	1917	5.0	28.0	0.0620152298552	1.69838266427	0.0365142857143
ACADSB	chr10:124768428-124817806	39550	5941	7.0	116.0	0.0205802753944	2.27037746061	0.00906469331706
ACADVL	chr17:7120443-7128586	3070	2010	112.515873016	732.484126984	4.26162320487	42.3742271457	0.100571113432
ACAN	chr15:89346673-89418585	60501	8543	15.0	2.0	0.0288289175332	0.0272219491931	1.05903208211
ACAP1	chr17:7239847-7254793	10356	2508	102.093653931	916.906346069	1.14632122959	42.510584485	0.0269655485446
ACAP2	chr3:194995464-195163817	142944	7170	63.0	193.0	0.0512476845943	3.12995276204	0.0163733092767
ACAP3	chr1:1227763-1243269	11569	3759	168.333333333	414.666666667	1.69189704582	12.8270394287	0.131900822105
ACAT1	chr11:107992257-108018891	20210	2134	47.25	64.75	0.271853625432	3.52813331753	0.0770531045642
ACAT2	chr6:160182988-160200087	13697	1551	8.0	65.0	0.0679147585477	4.87305360322	0.0139367969404
ACBD3	chr1:226332379-226374423	32560	3565	41.0	373.0	0.14641955759	12.1660312426	0.0120351127389
ACBD4	chr17:43209966-43221543	4716	928	17.0	21.0	0.419155100007	2.63130352969	0.159295609677
ACBD5	chr10:27484142-27531068	33634	3444	10.0	96.0	0.0345717297908	3.24121410393	0.0106662900636
ACBD6	chr1:180257351-180472022	186085	1616	0.0	0.0	0.0	0.0	NA
ACBD7	chr10:15117473-15130775	8210	3370	1.0	49.0	0.0141630397051	1.69069710473	0.00837704143777
ACCS	chr11:44087728-44105569	14798	1794	68.6388888889	60.3611111111	0.539345241517	3.9123204221	0.137858146401
ACCSL	chr11:44069530-44081527	9041	1820	0.0	1.0	0.0	0.0638893164717	0.0
ACD	chr16:67691414-67694718	1238	2018	41.6666666667	356.333333333	3.91352167402	20.532173165	0.190604357491
