chr1	4807555	4807894	1	0	0
chr1	4857657	4858048	1	0	0
chr1	5072035	5072630	0	0	1
chr1	5082986	5083190	0	1	0
chr1	5111167	5111777	0	0	1
chr1	7088446	7088804	1	0	0
chr1	7088926	7089130	0	1	0
chr1	7397086	7398388	1	0	0
chr1	9748452	9748766	1	0	0
chr1	13155358	13155562	0	1	0
chr1	13267437	13267836	1	1	1
chr1	13426704	13427006	1	0	0
chr1	13593351	13593799	1	1	1
chr1	16087185	16087668	0	0	1
chr1	16104756	16104858	0	1	0
chr1	16656753	16656874	0	1	0
chr1	16688678	16688882	0	1	0
chr1	20820173	20820377	0	1	0
chr1	21333646	21333850	0	1	0
chr1	21960544	21960712	0	1	0
chr1	23915629	23915833	0	1	0
chr1	24678331	24678889	1	1	1
chr1	26687219	26687423	0	1	0
chr1	30950049	30950476	1	0	1
chr1	31075372	31075637	0	0	1
chr1	32073270	32073619	0	0	1
chr1	33883578	33883635	0	1	0
chr1	34011366	34011570	0	1	0
chr1	34417876	34418145	0	0	1
chr1	34472392	34472813	1	0	0
chr1	34478904	34479108	0	1	0
chr1	34510721	34510925	0	1	0
chr1	34842650	34843404	1	0	1
chr1	35580556	35580760	0	1	0
chr1	35653380	35653584	0	1	0
chr1	36264147	36264632	1	1	0
chr1	36281938	36282142	0	1	0
chr1	36296729	36296931	0	1	0
chr1	36307842	36308478	1	1	0
chr1	36309489	36310010	1	0	1
chr1	36369074	36369430	1	1	0
chr1	36511691	36511895	0	1	0
chr1	36546914	36547520	1	0	0
chr1	36691390	36691594	0	1	0
chr1	36709636	36710192	1	0	0
chr1	36760337	36760783	1	0	0
chr1	36761507	36762320	1	1	1
chr1	36766778	36767584	1	1	1
chr1	36797549	36797883	1	1	0
chr1	36920280	36920484	0	1	0
chr1	37299598	37299932	0	0	1
chr1	37430059	37430263	0	1	0
chr1	37434865	37435181	0	0	1
chr1	37496170	37496252	0	1	0
chr1	37496729	37497057	1	0	0
chr1	37864807	37865248	1	1	1
chr1	37890202	37890663	1	1	0
chr1	38129685	38130412	1	0	1
chr1	38665515	38665954	1	0	0
chr1	38694158	38694362	0	1	0
chr1	39281018	39281422	1	1	1
chr1	39367795	39367999	0	1	0
chr1	39556206	39556410	0	1	0
chr1	39714040	39714244	0	1	0
chr1	39761146	39761350	0	1	0
chr1	39842292	39842496	0	1	0
chr1	39895543	39895833	0	0	1
chr1	39917661	39918233	1	1	0
chr1	39936075	39936834	1	1	1
